8.964087890625000000e+03,7.397745605468750000e+03,2.211896711177070074e+02
8.959670898437500000e+03,7.383504882812500000e+03,1.350307858192583694e+02
8.960971679687500000e+03,7.391925781250000000e+03,1.378950120642473962e+02
8.968624023437500000e+03,7.418072265625000000e+03,1.536184506098831548e+02
8.968774414062500000e+03,7.417394042968750000e+03,1.429533344216219461e+02
8.961001953125000000e+03,7.414316406250000000e+03,1.990849508570242108e+02
8.967898437500000000e+03,7.423836914062500000e+03,1.954359082484224928e+02
8.944620117187500000e+03,7.411884277343750000e+03,1.370365242236732684e+02
8.955266601562500000e+03,7.424243164062500000e+03,1.597379096550551196e+02
8.948786132812500000e+03,7.425041015625000000e+03,1.220731548590845534e+02
8.961335937500000000e+03,7.418243652343750000e+03,1.270859036385107999e+02
8.948184570312500000e+03,7.404875488281250000e+03,1.371667934580848680e+02
8.949039062500000000e+03,7.403809082031250000e+03,1.385779249860517268e+02
8.952942382812500000e+03,7.416517089843750000e+03,1.401585834457270039e+02
8.949596679687500000e+03,7.401813476562500000e+03,1.257569900836812167e+02
8.951083984375000000e+03,7.394134765625000000e+03,1.322911278292894224e+02
8.976250000000000000e+03,7.438303222656250000e+03,4.346005701013893230e+01
8.981889648437500000e+03,7.434416992187500000e+03,4.615987799300314975e+01
8.969750976562500000e+03,7.406614746093750000e+03,1.140956457630176715e+02
8.967688476562500000e+03,7.405813476562500000e+03,1.203985738239347825e+02
8.965399414062500000e+03,7.404880371093750000e+03,1.194353847493587466e+02
8.969819335937500000e+03,7.401732910156250000e+03,1.221529060382759440e+02
8.969023437500000000e+03,7.405431640625000000e+03,1.386726124451240025e+02
8.972072265625000000e+03,7.406775390625000000e+03,1.384191227219972120e+02
8.976877929687500000e+03,7.406543457031250000e+03,1.501767666212293193e+02
8.975271484375000000e+03,7.409447265625000000e+03,1.514349085274891138e+02
8.982725585937500000e+03,7.404461425781250000e+03,1.694564295870561637e+02
8.978772460937500000e+03,7.409834472656250000e+03,1.534550434309298907e+02
8.978443359375000000e+03,7.405474121093750000e+03,1.455849007727854882e+02
8.974997070312500000e+03,7.406870605468750000e+03,1.446745948739757068e+02
8.982945312500000000e+03,7.405106933593750000e+03,1.442997793115977174e+02
8.968461914062500000e+03,7.409407226562500000e+03,1.655861998536847466e+02
8.968674804687500000e+03,7.408230468750000000e+03,1.362286361802444787e+02
8.970645507812500000e+03,7.407812988281250000e+03,1.425386301366492603e+02
8.977913085937500000e+03,7.406981933593750000e+03,1.434082137071181648e+02
8.967763671875000000e+03,7.406120117187500000e+03,1.395629821217156064e+02
8.974679687500000000e+03,7.414589843750000000e+03,1.511803834761284691e+02
8.971806640625000000e+03,7.412277832031250000e+03,1.436724637815501637e+02
8.974479492187500000e+03,7.410671386718750000e+03,1.477991886744383123e+02
8.969651367187500000e+03,7.415282714843750000e+03,1.419862458181549414e+02
8.970421875000000000e+03,7.404634277343750000e+03,1.400499957230701682e+02
8.967229492187500000e+03,7.405392578125000000e+03,1.440011140730267130e+02
8.971831054687500000e+03,7.427313964843750000e+03,9.969935990924622615e+01
8.961339843750000000e+03,7.384515136718750000e+03,3.205692005081657925e+01
8.954644531250000000e+03,7.382264648437500000e+03,2.556407945851696084e+01
