5.887263671875000000e+03,8.170901367187500000e+03,1.235048460111533331e+02
5.898431152343750000e+03,8.174313476562500000e+03,1.217749204408755475e+02
5.893788574218750000e+03,8.173593750000000000e+03,1.276049037547845586e+02
5.891908203125000000e+03,8.177390625000000000e+03,1.251676789327871973e+02
5.892070800781250000e+03,8.179076171875000000e+03,1.269749603285663255e+02
5.892332031250000000e+03,8.176028808593750000e+03,1.315487731267485287e+02
5.884383300781250000e+03,8.176937988281250000e+03,1.279076588315996901e+02
5.884743164062500000e+03,8.178067871093750000e+03,1.259577253542376809e+02
5.891360351562500000e+03,8.175291015625000000e+03,1.255460380715242081e+02
5.889565429687500000e+03,8.177897949218750000e+03,1.281614405697802681e+02
5.892607421875000000e+03,8.172433593750000000e+03,1.402304101852369911e+02
5.890499511718750000e+03,8.178440429687500000e+03,1.323679136358212816e+02
5.889581054687500000e+03,8.172127929687500000e+03,1.327579909100541897e+02
5.887601562500000000e+03,8.177379394531250000e+03,1.269291087003039991e+02
5.893004394531250000e+03,8.173433105468750000e+03,1.303588966880622593e+02
5.891277832031250000e+03,8.172701660156250000e+03,1.350173051307447736e+02
5.895246582031250000e+03,8.168727050781250000e+03,1.312595800753734068e+02
5.888603515625000000e+03,8.176236328125000000e+03,1.358504657577489354e+02
5.890727050781250000e+03,8.172420898437500000e+03,1.431912995503039099e+02
5.899656250000000000e+03,8.177289062500000000e+03,1.390545475345226691e+02
5.892664550781250000e+03,8.173488281250000000e+03,1.375079191507842324e+02
5.894476562500000000e+03,8.177765136718750000e+03,1.356517632968087526e+02
5.895560058593750000e+03,8.175830078125000000e+03,1.299477620405463938e+02
5.886539062500000000e+03,8.178904296875000000e+03,1.340561405506538506e+02
5.890240234375000000e+03,8.171131347656250000e+03,1.315622503140067181e+02
5.885903320312500000e+03,8.173745605468750000e+03,1.334829861456263131e+02
5.889875976562500000e+03,8.170244140625000000e+03,1.380534349302991757e+02
5.891905761718750000e+03,8.169821777343750000e+03,1.347627972303787942e+02
5.884276367187500000e+03,8.166155761718750000e+03,1.308126730188459987e+02
5.895653320312500000e+03,8.154006835937500000e+03,1.260372853909116628e+02
5.895942382812500000e+03,8.161205078125000000e+03,1.867486825467121889e+02
5.882300292968750000e+03,8.165981933593750000e+03,1.325267784235649913e+02
5.888545410156250000e+03,8.168127441406250000e+03,1.314897669649901673e+02
5.881115234375000000e+03,8.170393554687500000e+03,1.284738131368622476e+02
5.891028808593750000e+03,8.172685546875000000e+03,1.316904618531290794e+02
5.881794433593750000e+03,8.165344726562500000e+03,1.276059491859129196e+02
5.879604980468750000e+03,8.171364257812500000e+03,1.388947608941004717e+02
5.886329589843750000e+03,8.176915527343750000e+03,1.410384885775222301e+02
5.885791503906250000e+03,8.165237792968750000e+03,1.278230066879479807e+02
5.888836914062500000e+03,8.172458496093750000e+03,1.320428007065797829e+02
5.888120117187500000e+03,8.168469726562500000e+03,1.298564730289585896e+02
5.886798339843750000e+03,8.166182617187500000e+03,1.356360850066679973e+02
5.886538085937500000e+03,8.169427246093750000e+03,1.337871063167094121e+02
5.860833984375000000e+03,8.185892578125000000e+03,1.457997721224119232e+02
5.861998046875000000e+03,8.178063964843750000e+03,1.457660715251549846e+02
5.901312011718750000e+03,8.171900878906250000e+03,1.159071400997825236e+02
5.905234375000000000e+03,8.173620117187500000e+03,1.164728891592948230e+02
5.908534667968750000e+03,8.172744628906250000e+03,1.175936463045434124e+02
5.905346679687500000e+03,8.175187011718750000e+03,1.129708642506280967e+02
5.898847167968750000e+03,8.174579589843750000e+03,1.154958177849643590e+02
5.893829101562500000e+03,8.174465820312500000e+03,1.190452610705920051e+02
5.895186035156250000e+03,8.174592773437500000e+03,1.188350515223409758e+02
5.898701171875000000e+03,8.175281250000000000e+03,1.139814479987355895e+02
5.858173339843750000e+03,8.191229003906250000e+03,1.230694781537310689e+02
5.880070800781250000e+03,8.182109375000000000e+03,1.287424973730181819e+02
5.884421386718750000e+03,8.189159179687500000e+03,1.319732630752006344e+02
5.882538085937500000e+03,8.190033203125000000e+03,1.349712228850486042e+02
5.882462890625000000e+03,8.190496093750000000e+03,1.360109461391543562e+02
5.881371093750000000e+03,8.194901367187500000e+03,1.379423946458055354e+02
5.887764648437500000e+03,8.187192871093750000e+03,1.295286433112454745e+02
5.877212890625000000e+03,8.187063964843750000e+03,1.341257217393057886e+02
5.886582031250000000e+03,8.189549316406250000e+03,1.320523977967314124e+02
5.885619628906250000e+03,8.192900390625000000e+03,1.366781794716836202e+02
5.888338867187500000e+03,8.193477539062500000e+03,1.361023621869342151e+02
5.897732421875000000e+03,8.190398437500000000e+03,1.769468923008027446e+02
5.888343261718750000e+03,8.183754882812500000e+03,1.826555719745286694e+02
5.879146972656250000e+03,8.165900878906250000e+03,1.522808176678224754e+02
5.880590332031250000e+03,8.163729980468750000e+03,1.501044341101625434e+02
5.878620605468750000e+03,8.166954589843750000e+03,1.565172343493752010e+02
5.881124023437500000e+03,8.162138671875000000e+03,1.564153160950575625e+02
5.878088378906250000e+03,8.166296875000000000e+03,1.541783092167579525e+02
5.893403808593750000e+03,8.157454101562500000e+03,1.535867562483695394e+02
5.890331054687500000e+03,8.168166015625000000e+03,1.558270001857528086e+02
5.886181152343750000e+03,8.164307617187500000e+03,1.559315505135528213e+02
5.888164062500000000e+03,8.166456054687500000e+03,1.543079725704532450e+02
5.886186523437500000e+03,8.161098632812500000e+03,1.513681088530776719e+02
5.887961425781250000e+03,8.167177734375000000e+03,1.615053871443593607e+02
5.878996582031250000e+03,8.158028320312500000e+03,1.641095432685507376e+02
5.883124023437500000e+03,8.162938964843750000e+03,1.532505693608906086e+02
5.887834472656250000e+03,8.165464355468750000e+03,1.555985863583836135e+02
5.879458984375000000e+03,8.159543945312500000e+03,1.597770520512949304e+02
5.884930175781250000e+03,8.162900390625000000e+03,1.524157973544243418e+02
5.885959472656250000e+03,8.158814453125000000e+03,1.609256658910129261e+02
5.882114257812500000e+03,8.160187988281250000e+03,1.563418174294265555e+02
5.881061523437500000e+03,8.165101074218750000e+03,1.500139711911863571e+02
5.882280273437500000e+03,8.162882324218750000e+03,1.605929146706014592e+02
5.896015136718750000e+03,8.151558593750000000e+03,1.398010123262245088e+02
5.883037597656250000e+03,8.156534179687500000e+03,1.558010324769809358e+02
5.859777832031250000e+03,8.170836425781250000e+03,1.101044176291400163e+02
5.856793945312500000e+03,8.178577148437500000e+03,1.016410737057075977e+02
5.861412597656250000e+03,8.172299316406250000e+03,1.153635662190443014e+02
5.862737792968750000e+03,8.173840332031250000e+03,1.115191778141690833e+02
5.862049804687500000e+03,8.176304687500000000e+03,1.123358518657687029e+02
5.862539062500000000e+03,8.181281250000000000e+03,1.133316436426295013e+02
5.865471679687500000e+03,8.174705078125000000e+03,1.121922387022190719e+02
5.866705566406250000e+03,8.176902343750000000e+03,1.046969349982264532e+02
5.862218261718750000e+03,8.176185058593750000e+03,1.095995877664214930e+02
5.865871582031250000e+03,8.193415039062500000e+03,5.101765945743952813e+01
5.886246093750000000e+03,8.179331542968750000e+03,1.398584911515669944e+02
5.889421386718750000e+03,8.180572753906250000e+03,1.295078424697993285e+02
5.892302246093750000e+03,8.178985351562500000e+03,1.339990478029161238e+02
5.877379882812500000e+03,8.182717773437500000e+03,1.303738067829916361e+02
5.889141113281250000e+03,8.172704101562500000e+03,1.264269177442185992e+02
5.889511718750000000e+03,8.175190429687500000e+03,1.294428197787559043e+02
5.889765136718750000e+03,8.172923339843750000e+03,1.313162110224075150e+02
5.883410156250000000e+03,8.174231933593750000e+03,1.484556305416992075e+02
5.874241699218750000e+03,8.165529785156250000e+03,1.323487069108442427e+02
5.883449218750000000e+03,8.168201171875000000e+03,1.379299056963725150e+02
5.877966796875000000e+03,8.183921386718750000e+03,1.233313434316129360e+02
5.873604003906250000e+03,8.185154296875000000e+03,1.263800018274664723e+02
5.879107421875000000e+03,8.178569824218750000e+03,1.267628793288578493e+02
5.881232421875000000e+03,8.177417968750000000e+03,1.270864195298760819e+02
5.880183593750000000e+03,8.175675292968750000e+03,1.252259175858400368e+02
5.880669433593750000e+03,8.182530761718750000e+03,1.245562630282643681e+02
5.879534667968750000e+03,8.179169433593750000e+03,1.333204065269617900e+02
5.879022460937500000e+03,8.175223632812500000e+03,1.292235673448275861e+02
